,0
0,0.2632843055582985
1,0.7416146246306159
2,0.7353539789320559
3,0.7755434443913222
4,0.7645095171023304
5,0.64588219855312
6,0.5774778950809153
7,0.8966466508230702
8,0.8558382820710748
9,0.8606041352695691
10,0.5003226219539993
11,0.12178008871033297
12,0.5187918399100808
13,0.8966076211443359
14,0.8117813201679063
15,0.3736600539469296
16,0.961277559078404
17,0.5200268073310491
18,0.3216048465787502
19,0.8843888005959587
20,0.7898931543693483
21,0.7116285394498727
22,0.575274723302832
23,0.8429413055664192
24,0.6575621758296643
25,0.08254123595084062
26,0.5096899948927321
27,0.003164707209842077
28,0.3365074632454824
29,0.9818524171311344
30,0.9928124471583744
31,0.039822707105407695
32,0.4427844351002629
33,0.8552978498139346
34,0.5641293636602647
35,0.5921647308119533
36,0.009093162027729806
37,0.3525328001677347
38,0.803032347713035
39,0.08468405921274313
40,0.3286413924195749
41,0.40047121091731674
42,0.8641048561909314
43,0.39251345028024365
44,0.7508104266348169
45,0.1584194429979553
46,0.9251979534857506
47,0.4588494781977217
48,0.9469253790464103
49,0.5771529470924617
50,0.42787858218535124
51,0.23232445364930177
52,0.9133031241562799
53,0.8737219848796429
54,0.1350798581340481
55,0.8138396216558612
56,0.3998355784622365
57,0.3919026213649798
58,0.2803326738176958
59,0.6153793266366604
60,0.07757664477172765
61,0.2053981833430354
62,0.6648783420526618
63,0.19938019045739297
64,0.854554337256223
65,0.1396244677221523
66,0.7683456661620913
67,0.20481177296449238
68,0.7435149215583494
69,0.07256250203650638
70,0.09496166471036704
71,0.6971965772649394
72,0.2627386270085139
73,0.4964959607847942
74,0.05360868412894826
75,0.8935670032425839
76,0.8413350394782987
77,0.39808276294664435
78,0.6703777680610373
79,0.19745764351245587
80,0.141456516208185
81,0.5110104392152129
82,0.433424352313479
83,0.3974289645128821
84,0.05036607894189682
85,0.7515951330319408
86,0.8373509635773196
87,0.6780915976399526
88,0.6817259688380111
89,0.13795878890249968
90,0.1220532550696467
91,0.9264991281207791
92,0.4290087910030421
93,0.7548320377173007
94,0.10372105537974596
95,0.9812866592760143
96,0.9665649612580014
97,0.1824516332082493
98,0.21956361427272697
99,0.9931590509239415
100,0.09566180818489345
101,0.25268355912625384
102,0.38443009763857316
103,0.7418788458570067
104,0.00470106699341255
105,0.389286474114535
106,0.9319387572107771
107,0.35929968983619864
108,0.8238634494201654
109,0.11788663339735284
110,0.20629348830613592
111,0.4855392246555942
112,0.10987657286033359
113,0.9016821338635165
114,0.016526121958368334
115,0.1834854426357737
116,0.013824072311200086
117,0.12089777275532232
118,0.5296232946073763
119,0.9186342180292071
120,0.9920981080631499
121,0.3051511966502862
122,0.2964192453921164
123,0.39882321001313625
124,0.24836582933608742
125,0.7180939816648014
126,0.07775370570745455
127,0.4992825894437596
128,0.9573847636777136
129,0.6024297982055565
130,0.8897272773742017
131,0.8805258626778242
132,0.8809017679794308
133,0.5633377863363288
134,0.5520007957296619
135,0.49043911137064344
136,0.8808775045308811
137,0.28443735537579906
138,0.40667744271731887
139,0.7100678458141468
140,0.46249694907018424
141,0.7662854121697691
142,0.9984135127233015
143,0.43801899535178723
144,0.662639474139197
145,0.20252497158693838
146,0.6797754009562724
147,0.8499093644114402
148,0.6744851626557808
149,0.5623272411985
150,0.7253446359418845
151,0.8006855104245101
152,0.4017203574257606
153,0.2979329797411636
154,0.20688814002561895
155,0.21819095359456298
156,0.032493719037031465
157,0.8371793425270394
158,0.7199482201039357
159,0.41320188552581727
160,0.05510613415155552
161,0.594822479261371
162,0.854824558349622
163,0.3754753020185486
164,0.012478782061055793
165,0.9638485555175462
166,0.028198965361997952
167,0.7697604275757994
168,0.3746753098788057
169,0.7844506441423907
170,0.4707058933344964
171,0.4657647202946683
172,0.9818643997809512
173,0.9532756787540125
174,0.16491641252533817
175,0.7736148707362966
176,0.013164817696754039
177,0.32436314212906314
178,0.6735704011923691
179,0.9619581221529317
180,0.27967739460641194
181,0.416131375227742
182,0.9205509459039256
183,0.1652033693293541
184,0.6880101786860516
185,0.13753582537813958
186,0.15844884631868983
187,0.9051539437924477
188,0.6269387049491625
189,0.9640139521285213
190,0.5723003737179115
191,0.15362246448653927
192,0.32691737198564785
193,0.025831310559134013
194,0.6926211082140348
195,0.5558423649524379
196,0.4120081129431108
197,0.0963308823607062
198,0.32957971033039024
199,0.8519755151487757
200,0.09206251691632072
201,0.8192734247954823
202,0.3287790006500343
203,0.49821889146261467
204,0.5746979773564855
205,0.5288689693317048
206,0.7525372882971376
207,0.6738495242283831
208,0.6722941840437494
209,0.9411817219970272
210,0.09696156260602562
211,0.2939038470707944
212,0.5840515556875667
213,0.18241334045934765
214,0.5812808955213209
215,0.04235105735118383
216,0.4033012160684779
217,0.003959060963072969
218,0.876377379795602
219,0.11491467774753195
220,0.3963860067521623
221,0.02870207603822783
222,0.24104702684175672
223,0.09362924358161517
224,0.8515808665421661
225,0.3158518613864332
226,0.22060791402704738
227,0.761025700400917
228,0.8330681838676912
229,0.23256856203416143
230,0.2750318994802601
231,0.8856311987044134
232,0.2504204667026265
233,0.8847154263818849
234,0.31361939057938315
235,0.8632940447100725
236,0.08224558938294635
237,0.6833958281801646
238,0.2162324385166683
239,0.19538080651345935
240,0.39508064335277615
241,0.6627398065786685
242,0.11960726962310986
243,0.8102350658581258
244,0.998410580238044
245,0.7343284386515557
246,0.23788643768728557
247,0.7884757075364924
248,0.11763409942465497
249,0.29730935421511695
250,0.3933811411640855
251,0.9915648969512363
252,0.21171972994731092
253,0.9998406033388737
254,0.923372290984185
255,0.9889620177647408
256,0.8534010168424454
257,0.336531810636712
258,0.012237068266184425
259,0.519514699035607
260,0.15172358613458836
261,0.3792119517550575
262,0.9379572582804709
263,0.4344555607213636
264,0.788352705663767
265,0.6821985034580094
266,0.2609625818667183
267,0.813049828665334
268,0.7760946415361564
269,0.9240615407091735
270,0.8611271691528687
271,0.7087984624043786
272,0.24378538994548937
273,0.3362305256776007
274,0.4557353297447774
275,0.2485896735187184
276,0.13253331285659165
277,0.989703474875934
278,0.08019378412379563
279,0.40095614483616404
280,0.14306025852876691
281,0.46879116382115515
282,0.7030976406986424
283,0.49547857264161455
284,0.044480193143688784
285,0.9337319924261727
286,0.7698432750611472
287,0.9630384346701132
288,0.8901515681562142
289,0.8519186789658887
290,0.8903203395345888
291,0.6698514910472421
292,0.6429915392166863
293,0.11930260339550602
294,0.29671087384984474
295,0.14843586134241693
296,0.4409228879782252
297,0.3016215779883147
298,0.25651281623457467
299,0.1951584681016164
300,0.20488143927880953
